"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.model1","Input.model2","Input.model1topicnum","Input.model1word1","Input.model1word2","Input.model1word3","Input.model1word4","Input.model1word5","Input.model1word6","Input.model1word7","Input.model1word8","Input.model1word9","Input.model1word10","Input.model1label","Input.model2topicnum","Input.model2word1","Input.model2word2","Input.model2word3","Input.model2word4","Input.model2word5","Input.model2word6","Input.model2word7","Input.model2word8","Input.model2word9","Input.model2word10","Input.model2label","Answer.comment","Answer.example","Answer.model","Approve","Reject"
"20CNU8LZ6R70VEFEFNZJBVE7WG65LG","282Y8TNKIMZS1E8KO2TOU0PGVG8XAS","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Sun Jun 17 00:45:41 GMT 2012","3","","3600","604800","Sun Jun 24 00:45:41 GMT 2012","","","2JUNJKM05BMJ83533C7TX9RA8LYCHA","A3H62DTZG4HV31","Approved","Sun Jun 17 00:53:36 GMT 2012","Sun Jun 17 00:53:44 GMT 2012","Sat Jun 23 17:53:44 PDT 2012","Sat Jun 16 19:58:49 PDT 2012","","","8","100% (76/76)","0% (0/0)","0% (0/0)","EDA","LAU_ET_AL","64513","tax","april","companies","retrieved","hmrc","profits","company","corporation","from","rate","United Kingdom corporation tax","68","agreement","corp","buy","march","acquire","signed","reuter","agreed","acquisition","letter","Blockade of Germany (1939–1945)","","1000","1"
"20CNU8LZ6R70VEFEFNZJBVE7WG65LG","282Y8TNKIMZS1E8KO2TOU0PGVG8XAS","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Sun Jun 17 00:45:41 GMT 2012","3","","3600","604800","Sun Jun 24 00:45:41 GMT 2012","","","2NU1O3W5XH0J4YGN9UPEXLSP8YDCI3","A2OEPGFX338S4V","Approved","Sun Jun 17 00:53:44 GMT 2012","Sun Jun 17 00:54:05 GMT 2012","Sat Jun 23 17:54:05 PDT 2012","Sat Jun 16 19:58:49 PDT 2012","","","21","100% (3/3)","0% (0/0)","0% (0/0)","EDA","LAU_ET_AL","64513","tax","april","companies","retrieved","hmrc","profits","company","corporation","from","rate","United Kingdom corporation tax","68","agreement","corp","buy","march","acquire","signed","reuter","agreed","acquisition","letter","Blockade of Germany (1939–1945)","","1001","1"
"20CNU8LZ6R70VEFEFNZJBVE7WG65LG","282Y8TNKIMZS1E8KO2TOU0PGVG8XAS","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Sun Jun 17 00:45:41 GMT 2012","3","","3600","604800","Sun Jun 24 00:45:41 GMT 2012","","","2XNP3TVOK5UFYEP3E05O7FYQTU6363","A2XUVD3L2LF0N7","Approved","Sun Jun 17 00:54:18 GMT 2012","Sun Jun 17 00:54:29 GMT 2012","Sat Jun 23 17:54:29 PDT 2012","Sat Jun 16 19:58:49 PDT 2012","","","11","100% (110/110)","0% (0/0)","0% (0/0)","EDA","LAU_ET_AL","64513","tax","april","companies","retrieved","hmrc","profits","company","corporation","from","rate","United Kingdom corporation tax","68","agreement","corp","buy","march","acquire","signed","reuter","agreed","acquisition","letter","Blockade of Germany (1939–1945)","","1000","2"
"20CNU8LZ6R70VEFEFNZJBVE7WG6L5W","282Y8TNKIMZS1E8KO2TOU0PGVG8XAS","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Sun Jun 17 00:45:36 GMT 2012","3","","3600","604800","Sun Jun 24 00:45:36 GMT 2012","","","23MHYW2GTP9RPGGA3WS6HYSOG0TSNT","A3H62DTZG4HV31","Approved","Sun Jun 17 00:52:27 GMT 2012","Sun Jun 17 00:52:36 GMT 2012","Sat Jun 23 17:52:36 PDT 2012","Sat Jun 16 19:58:17 PDT 2012","","","9","100% (76/76)","0% (0/0)","0% (0/0)","EDA","LAU_ET_AL","223196","mln","rvc","rub","russian","venture","capital","i","about","funds","us","Russian Venture Company","1","taiwan","south","korea","year","surplus","told","government","taipei","won","korean","Economy of the People's Republic of China","","1000","1"
"20CNU8LZ6R70VEFEFNZJBVE7WG6L5W","282Y8TNKIMZS1E8KO2TOU0PGVG8XAS","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Sun Jun 17 00:45:36 GMT 2012","3","","3600","604800","Sun Jun 24 00:45:36 GMT 2012","","","28X8B727M0IGUT5I8GPF0VF4WBHXCO","A2XUVD3L2LF0N7","Approved","Sun Jun 17 00:51:49 GMT 2012","Sun Jun 17 00:51:59 GMT 2012","Sat Jun 23 17:51:59 PDT 2012","Sat Jun 16 19:58:17 PDT 2012","","","10","100% (110/110)","0% (0/0)","0% (0/0)","EDA","LAU_ET_AL","223196","mln","rvc","rub","russian","venture","capital","i","about","funds","us","Russian Venture Company","1","taiwan","south","korea","year","surplus","told","government","taipei","won","korean","Economy of the People's Republic of China","","1000","1"
"20CNU8LZ6R70VEFEFNZJBVE7WG6L5W","282Y8TNKIMZS1E8KO2TOU0PGVG8XAS","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Sun Jun 17 00:45:36 GMT 2012","3","","3600","604800","Sun Jun 24 00:45:36 GMT 2012","","","2BI6SVQ8H88M53UQCY2VKI1RYQY6PI","A2XE55IWAY0TJQ","Approved","Sun Jun 17 01:02:18 GMT 2012","Sun Jun 17 01:02:58 GMT 2012","Sat Jun 23 18:02:58 PDT 2012","Sat Jun 16 19:58:17 PDT 2012","","","40","100% (1/1)","0% (0/0)","0% (0/0)","EDA","LAU_ET_AL","223196","mln","rvc","rub","russian","venture","capital","i","about","funds","us","Russian Venture Company","1","taiwan","south","korea","year","surplus","told","government","taipei","won","korean","Economy of the People's Republic of China","","1001","2"
"20EKUDD8XMB35CX47LXU1O6T429DOD","282Y8TNKIMZS1E8KO2TOU0PGVG8XAS","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Sun Jun 17 00:45:37 GMT 2012","3","","3600","604800","Sun Jun 24 00:45:37 GMT 2012","","","2N58XMB3Q39ZFKUZ0YXTCEVSUOKSHK","A1CUCVICNBHANX","Approved","Sun Jun 17 00:49:56 GMT 2012","Sun Jun 17 00:50:45 GMT 2012","Sat Jun 23 17:50:45 PDT 2012","Sat Jun 16 19:58:22 PDT 2012","","","49","100% (11/11)","0% (0/0)","0% (0/0)","EDA","LAU_ET_AL","12607","production","were","s","agricultural","percent","china","output","rural","more","from","History of agriculture in the People's Republic of China","9","american","commerce","baldrige","fairchild","orange","department","juice","secretary","washington","fujitsu","Timeline of African-American Civil Rights Movement","","","1"
"20EKUDD8XMB35CX47LXU1O6T429DOD","282Y8TNKIMZS1E8KO2TOU0PGVG8XAS","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Sun Jun 17 00:45:37 GMT 2012","3","","3600","604800","Sun Jun 24 00:45:37 GMT 2012","","","2OJSQV66RLPHX2RM261VSI62OCK5DN","A2XUVD3L2LF0N7","Approved","Sun Jun 17 00:49:52 GMT 2012","Sun Jun 17 00:50:06 GMT 2012","Sat Jun 23 17:50:06 PDT 2012","Sat Jun 16 19:58:22 PDT 2012","","","14","100% (110/110)","0% (0/0)","0% (0/0)","EDA","LAU_ET_AL","12607","production","were","s","agricultural","percent","china","output","rural","more","from","History of agriculture in the People's Republic of China","9","american","commerce","baldrige","fairchild","orange","department","juice","secretary","washington","fujitsu","Timeline of African-American Civil Rights Movement","","1000","1"
"20EKUDD8XMB35CX47LXU1O6T429DOD","282Y8TNKIMZS1E8KO2TOU0PGVG8XAS","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Sun Jun 17 00:45:37 GMT 2012","3","","3600","604800","Sun Jun 24 00:45:37 GMT 2012","","","2S0IUB2YU98JW1HQIDC0NBJ9JH49LX","A3H62DTZG4HV31","Approved","Sun Jun 17 00:48:26 GMT 2012","Sun Jun 17 00:48:33 GMT 2012","Sat Jun 23 17:48:33 PDT 2012","Sat Jun 16 19:58:22 PDT 2012","","","7","100% (76/76)","0% (0/0)","0% (0/0)","EDA","LAU_ET_AL","12607","production","were","s","agricultural","percent","china","output","rural","more","from","History of agriculture in the People's Republic of China","9","american","commerce","baldrige","fairchild","orange","department","juice","secretary","washington","fujitsu","Timeline of African-American Civil Rights Movement","","1000","1"
"214N9U8P9Y3885K2PDJU6IM0JHOFW2","282Y8TNKIMZS1E8KO2TOU0PGVG8XAS","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Sun Jun 17 00:45:38 GMT 2012","3","","3600","604800","Sun Jun 24 00:45:38 GMT 2012","","","2418JHSTLB3LFOZOGSFBREJRFO7SGL","A2XUVD3L2LF0N7","Approved","Sun Jun 17 00:49:56 GMT 2012","Sun Jun 17 00:50:11 GMT 2012","Sat Jun 23 17:50:11 PDT 2012","Sat Jun 16 19:58:28 PDT 2012","","","15","100% (110/110)","0% (0/0)","0% (0/0)","LAU_ET_AL","EDA","22","government","state","foreign","minister","official","ministry","sector","told","private","finance","International recognition of the National Transitional Council","191905","cts","violence","conflict","partner","i","scales","items","tactics","abuse","behaviors","Conflict tactics scale","","1000","1"
"214N9U8P9Y3885K2PDJU6IM0JHOFW2","282Y8TNKIMZS1E8KO2TOU0PGVG8XAS","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Sun Jun 17 00:45:38 GMT 2012","3","","3600","604800","Sun Jun 24 00:45:38 GMT 2012","","","2A9FL42J1LY5NKV7EWRIOFKHEU03OS","A2V3P1XE33NYC3","Approved","Sun Jun 17 01:00:35 GMT 2012","Sun Jun 17 01:00:45 GMT 2012","Sat Jun 23 18:00:45 PDT 2012","Sat Jun 16 19:58:28 PDT 2012","","","10","100% (36/36)","0% (0/0)","0% (0/0)","LAU_ET_AL","EDA","22","government","state","foreign","minister","official","ministry","sector","told","private","finance","International recognition of the National Transitional Council","191905","cts","violence","conflict","partner","i","scales","items","tactics","abuse","behaviors","Conflict tactics scale","","1000","2"
"214N9U8P9Y3885K2PDJU6IM0JHOFW2","282Y8TNKIMZS1E8KO2TOU0PGVG8XAS","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Sun Jun 17 00:45:38 GMT 2012","3","","3600","604800","Sun Jun 24 00:45:38 GMT 2012","","","2TX1Y7QEOZFY51PHZ3DONXRDTXBHE8","A3H62DTZG4HV31","Approved","Sun Jun 17 00:49:11 GMT 2012","Sun Jun 17 00:49:28 GMT 2012","Sat Jun 23 17:49:28 PDT 2012","Sat Jun 16 19:58:28 PDT 2012","","","17","100% (76/76)","0% (0/0)","0% (0/0)","LAU_ET_AL","EDA","22","government","state","foreign","minister","official","ministry","sector","told","private","finance","International recognition of the National Transitional Council","191905","cts","violence","conflict","partner","i","scales","items","tactics","abuse","behaviors","Conflict tactics scale","","1000","2"
"21GEPLSP75KL1FKOAY1HYEQVJFIYS3","282Y8TNKIMZS1E8KO2TOU0PGVG8XAS","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Sun Jun 17 00:45:38 GMT 2012","3","","3600","604800","Sun Jun 24 00:45:38 GMT 2012","","","28URCJK63ZVEIQF5R49AY9JL6KX8XU","A19OCN9KO1NWNL","Approved","Sun Jun 17 01:00:03 GMT 2012","Sun Jun 17 01:00:22 GMT 2012","Sat Jun 23 18:00:22 PDT 2012","Sat Jun 16 19:58:30 PDT 2012","","","19","100% (22/22)","0% (0/0)","0% (0/0)","LAU_ET_AL","EDA","28","fed","federal","reserve","reserves","week","york","economists","pct","funds","dlrs","Subprime mortgage crisis solutions debate","192313","from","s","growth","economy","brazil","coffee","were","had","inflation","debt","Economic history of Brazil","","","1"
"21GEPLSP75KL1FKOAY1HYEQVJFIYS3","282Y8TNKIMZS1E8KO2TOU0PGVG8XAS","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Sun Jun 17 00:45:38 GMT 2012","3","","3600","604800","Sun Jun 24 00:45:38 GMT 2012","","","2GAAA2SEIUUUF9CVRU14QIS8TVNPP6","A3H62DTZG4HV31","Approved","Sun Jun 17 00:50:00 GMT 2012","Sun Jun 17 00:50:12 GMT 2012","Sat Jun 23 17:50:12 PDT 2012","Sat Jun 16 19:58:30 PDT 2012","","","12","100% (76/76)","0% (0/0)","0% (0/0)","LAU_ET_AL","EDA","28","fed","federal","reserve","reserves","week","york","economists","pct","funds","dlrs","Subprime mortgage crisis solutions debate","192313","from","s","growth","economy","brazil","coffee","were","had","inflation","debt","Economic history of Brazil","","1000","2"
