"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.docFilename","Input.docText","Input.topicCount1","Input.run1","Input.topicCount2","Input.run2","Input.label1","Input.wplink1","Input.label2","Input.wplink2","Answer.comment","Answer.result","Approve","Reject"
"2H6NNVRH1KHOON4WIHXN39LKXZVYPG","22R58B727M0IVO8MKBXYNSVF4WPWBV","Evaluate Document Label Quality","Choose which of two document labels you prefer.","document, label, evaluate, opinion","$0.05","Thu Aug 30 18:13:16 GMT 2012","3","BatchId:897171;","900","604800","Thu Sep 06 18:13:16 GMT 2012","","","2R0MZ9O9Z6KWJ8AF6R8RZLFQ55E2BP","A3U1K9X1LXA5JA","Approved","Thu Aug 30 18:36:43 GMT 2012","Thu Aug 30 18:36:47 GMT 2012","Thu Sep 06 18:36:47 GMT 2012","2012/09/06 18:39:19 +0000","","","4","100% (29/29)","100% (28/28)","0% (0/0)","Grover_Cleveland_5:32.txt","The purchases of silver under the law of July 14, 1890, during the last fiscal year aggregated 54,008,162.59 fine ounces, which cost $45,531,374.53. The total amount of silver purchased from the time that law became operative until the repeal of its purchasing clause, on the 1st day of November, 1893, was 168,674,590.46 fine ounces, which cost $155,930,940.84. Between the 1st day of March, 1873, and the 1st day of November, 1893, the Government purchased under all laws 503,003,717 fine ounces of silver, at a cost of $516,622,948. The silver dollars that have been coined under the act of July 14, 1890, number 36,087,285. The seigniorage arising from such coinage was $6,977,098.39, leaving on hand in the mints 140,699,760 fine ounces of silver, which cost $126,758,218.<br/><br/>Our total coinage of all metals during the last fiscal year consisted of 97,280,875 pieces, valued at $43,685,178.80, of which there was $30,038,140 in gold coin, $5,343,715 in silver dollars, $7,217,220.90 in subsidiary silver coin, and $1,086,102.90 in minor coins.<br/><br/>","200","3","50","0","Banknote","http://en.wikipedia.org/wiki/Banknote","Seigniorage","http://en.wikipedia.org/wiki/Seigniorage","","2"
"2H6NNVRH1KHOON4WIHXN39LKXZVYPG","22R58B727M0IVO8MKBXYNSVF4WPWBV","Evaluate Document Label Quality","Choose which of two document labels you prefer.","document, label, evaluate, opinion","$0.05","Thu Aug 30 18:13:16 GMT 2012","3","BatchId:897171;","900","604800","Thu Sep 06 18:13:16 GMT 2012","","","2W9GYQ4J3NABLK3RMPFY6IT1Y1FCP4","AFLI0J4KQMVHG","Approved","Thu Aug 30 22:03:02 GMT 2012","Thu Aug 30 22:03:08 GMT 2012","Thu Sep 06 22:03:08 GMT 2012","2012/09/06 22:04:14 +0000","","","6","100% (4/4)","100% (4/4)","0% (0/0)","Grover_Cleveland_5:32.txt","The purchases of silver under the law of July 14, 1890, during the last fiscal year aggregated 54,008,162.59 fine ounces, which cost $45,531,374.53. The total amount of silver purchased from the time that law became operative until the repeal of its purchasing clause, on the 1st day of November, 1893, was 168,674,590.46 fine ounces, which cost $155,930,940.84. Between the 1st day of March, 1873, and the 1st day of November, 1893, the Government purchased under all laws 503,003,717 fine ounces of silver, at a cost of $516,622,948. The silver dollars that have been coined under the act of July 14, 1890, number 36,087,285. The seigniorage arising from such coinage was $6,977,098.39, leaving on hand in the mints 140,699,760 fine ounces of silver, which cost $126,758,218.<br/><br/>Our total coinage of all metals during the last fiscal year consisted of 97,280,875 pieces, valued at $43,685,178.80, of which there was $30,038,140 in gold coin, $5,343,715 in silver dollars, $7,217,220.90 in subsidiary silver coin, and $1,086,102.90 in minor coins.<br/><br/>","200","3","50","0","Banknote","http://en.wikipedia.org/wiki/Banknote","Seigniorage","http://en.wikipedia.org/wiki/Seigniorage","","2"
"2H6NNVRH1KHOON4WIHXN39LKXZVYPG","22R58B727M0IVO8MKBXYNSVF4WPWBV","Evaluate Document Label Quality","Choose which of two document labels you prefer.","document, label, evaluate, opinion","$0.05","Thu Aug 30 18:13:16 GMT 2012","3","BatchId:897171;","900","604800","Thu Sep 06 18:13:16 GMT 2012","","","2Z9IT3HVWAVKXFQSQ0T1F2Z9E7BME3","A30SN6C7YX0OIP","Approved","Thu Aug 30 19:43:58 GMT 2012","Thu Aug 30 19:44:06 GMT 2012","Thu Sep 06 19:44:06 GMT 2012","2012/09/06 19:44:15 +0000","","","8","100% (173/173)","100% (173/173)","0% (0/0)","Grover_Cleveland_5:32.txt","The purchases of silver under the law of July 14, 1890, during the last fiscal year aggregated 54,008,162.59 fine ounces, which cost $45,531,374.53. The total amount of silver purchased from the time that law became operative until the repeal of its purchasing clause, on the 1st day of November, 1893, was 168,674,590.46 fine ounces, which cost $155,930,940.84. Between the 1st day of March, 1873, and the 1st day of November, 1893, the Government purchased under all laws 503,003,717 fine ounces of silver, at a cost of $516,622,948. The silver dollars that have been coined under the act of July 14, 1890, number 36,087,285. The seigniorage arising from such coinage was $6,977,098.39, leaving on hand in the mints 140,699,760 fine ounces of silver, which cost $126,758,218.<br/><br/>Our total coinage of all metals during the last fiscal year consisted of 97,280,875 pieces, valued at $43,685,178.80, of which there was $30,038,140 in gold coin, $5,343,715 in silver dollars, $7,217,220.90 in subsidiary silver coin, and $1,086,102.90 in minor coins.<br/><br/>","200","3","50","0","Banknote","http://en.wikipedia.org/wiki/Banknote","Seigniorage","http://en.wikipedia.org/wiki/Seigniorage","NO","1"
"2B8IHPCGJ2D2GXR1C780RPPSJUJ39L","22R58B727M0IVO8MKBXYNSVF4WPWBV","Evaluate Document Label Quality","Choose which of two document labels you prefer.","document, label, evaluate, opinion","$0.05","Thu Aug 30 18:13:16 GMT 2012","3","BatchId:897171;","900","604800","Thu Sep 06 18:13:16 GMT 2012","","","2IEZ9O9Z6KW4EVY4ORIRTFQ0T4H3CB","A997OZ3H2B3Q2","Approved","Thu Aug 30 19:37:30 GMT 2012","Thu Aug 30 19:38:18 GMT 2012","Thu Sep 06 19:38:18 GMT 2012","2012/09/06 19:39:16 +0000","","","48","100% (93/93)","100% (93/93)","0% (0/0)","Rutherford_B._Hayes_3:39.txt","He concurs with the General of the Army in recommending such legislation as will authorize the enlistment of the full number of 25,000 men for the line of the Army, exclusive of the 3,463 men required for detached duty, and therefore not available for service in the field.<br/><br/>He also recommends that Congress be asked to provide by law for the disposition of a large number of abandoned military posts and reservations, which, though very valuable in themselves, have been rendered useless for military purposes by the advance of civilization and settlement.<br/><br/>","100","3","200","0","Sergeant","http://en.wikipedia.org/wiki/Sergeant","Li Zongren","http://en.wikipedia.org/wiki/Li_Zongren","","1"
"2B8IHPCGJ2D2GXR1C780RPPSJUJ39L","22R58B727M0IVO8MKBXYNSVF4WPWBV","Evaluate Document Label Quality","Choose which of two document labels you prefer.","document, label, evaluate, opinion","$0.05","Thu Aug 30 18:13:16 GMT 2012","3","BatchId:897171;","900","604800","Thu Sep 06 18:13:16 GMT 2012","","","2K5ZXR24SMEZEBANRWE928P93K30HN","A30SN6C7YX0OIP","Approved","Thu Aug 30 19:55:28 GMT 2012","Thu Aug 30 19:55:37 GMT 2012","Thu Sep 06 19:55:37 GMT 2012","2012/09/06 19:59:12 +0000","","","9","100% (173/173)","100% (173/173)","0% (0/0)","Rutherford_B._Hayes_3:39.txt","He concurs with the General of the Army in recommending such legislation as will authorize the enlistment of the full number of 25,000 men for the line of the Army, exclusive of the 3,463 men required for detached duty, and therefore not available for service in the field.<br/><br/>He also recommends that Congress be asked to provide by law for the disposition of a large number of abandoned military posts and reservations, which, though very valuable in themselves, have been rendered useless for military purposes by the advance of civilization and settlement.<br/><br/>","100","3","200","0","Sergeant","http://en.wikipedia.org/wiki/Sergeant","Li Zongren","http://en.wikipedia.org/wiki/Li_Zongren","NO","2"
"2B8IHPCGJ2D2GXR1C780RPPSJUJ39L","22R58B727M0IVO8MKBXYNSVF4WPWBV","Evaluate Document Label Quality","Choose which of two document labels you prefer.","document, label, evaluate, opinion","$0.05","Thu Aug 30 18:13:16 GMT 2012","3","BatchId:897171;","900","604800","Thu Sep 06 18:13:16 GMT 2012","","","2SY2NJQ2172ZOIEMDLBLKVEBZIXXPJ","A23S6QOSZH9TMT","Approved","Thu Aug 30 19:57:30 GMT 2012","Thu Aug 30 19:58:15 GMT 2012","Thu Sep 06 19:58:15 GMT 2012","2012/09/06 19:59:13 +0000","","","45","100% (9/9)","100% (9/9)","0% (0/0)","Rutherford_B._Hayes_3:39.txt","He concurs with the General of the Army in recommending such legislation as will authorize the enlistment of the full number of 25,000 men for the line of the Army, exclusive of the 3,463 men required for detached duty, and therefore not available for service in the field.<br/><br/>He also recommends that Congress be asked to provide by law for the disposition of a large number of abandoned military posts and reservations, which, though very valuable in themselves, have been rendered useless for military purposes by the advance of civilization and settlement.<br/><br/>","100","3","200","0","Sergeant","http://en.wikipedia.org/wiki/Sergeant","Li Zongren","http://en.wikipedia.org/wiki/Li_Zongren","","1"
"22H6R70G5R98SH782OYW0STNZ4EQAP","22R58B727M0IVO8MKBXYNSVF4WPWBV","Evaluate Document Label Quality","Choose which of two document labels you prefer.","document, label, evaluate, opinion","$0.05","Thu Aug 30 18:13:16 GMT 2012","3","BatchId:897171;","900","604800","Thu Sep 06 18:13:16 GMT 2012","","","2P006UFBNFSVV39KAJWS46NG6WIH3U","A3U1K9X1LXA5JA","Approved","Thu Aug 30 18:33:49 GMT 2012","Thu Aug 30 18:33:56 GMT 2012","Thu Sep 06 18:33:56 GMT 2012","2012/09/06 18:34:21 +0000","","","7","100% (29/29)","100% (28/28)","0% (0/0)","Ulysses_S._Grant_6:17.txt","Two iron torpedo ships have been completed during the last year, and four of our large double-turreted ironclads are now undergoing repairs. When these are finished, everything that is useful of our Navy, as now authorized, will be in condition for service, and with the advance in the science of torpedo warfare the American Navy, comparatively small as it is, will be found at any time powerful for the purposes of a peaceful nation.<br/><br/>Much has been accomplished during the year in aid of science and to increase the sum of general knowledge and further the interests of commerce and civilization. Extensive and much-needed soundings have been made for hydrographic purposes and to fix the proper routes of ocean telegraphs. Further surveys of the great Isthmus have been undertaken and completed, and two vessels of the Navy are now employed, in conjunction with those of England, France, Germany, and Russia, in observations connected with the transit of Venus, so useful and interesting to the scientific world.<br/><br/>","50","2","20","4","Navy","http://en.wikipedia.org/wiki/Navy","Blockade","http://en.wikipedia.org/wiki/Blockade","","1"
"22H6R70G5R98SH782OYW0STNZ4EQAP","22R58B727M0IVO8MKBXYNSVF4WPWBV","Evaluate Document Label Quality","Choose which of two document labels you prefer.","document, label, evaluate, opinion","$0.05","Thu Aug 30 18:13:16 GMT 2012","3","BatchId:897171;","900","604800","Thu Sep 06 18:13:16 GMT 2012","","","2PVQ0JG5TYMNR5MGBJ690SSH2ISKGA","A1DIPPNQ35V7K9","Approved","Thu Aug 30 18:54:24 GMT 2012","Thu Aug 30 18:54:32 GMT 2012","Thu Sep 06 18:54:32 GMT 2012","2012/09/06 18:59:13 +0000","","","8","100% (5/5)","100% (5/5)","0% (0/0)","Ulysses_S._Grant_6:17.txt","Two iron torpedo ships have been completed during the last year, and four of our large double-turreted ironclads are now undergoing repairs. When these are finished, everything that is useful of our Navy, as now authorized, will be in condition for service, and with the advance in the science of torpedo warfare the American Navy, comparatively small as it is, will be found at any time powerful for the purposes of a peaceful nation.<br/><br/>Much has been accomplished during the year in aid of science and to increase the sum of general knowledge and further the interests of commerce and civilization. Extensive and much-needed soundings have been made for hydrographic purposes and to fix the proper routes of ocean telegraphs. Further surveys of the great Isthmus have been undertaken and completed, and two vessels of the Navy are now employed, in conjunction with those of England, France, Germany, and Russia, in observations connected with the transit of Venus, so useful and interesting to the scientific world.<br/><br/>","50","2","20","4","Navy","http://en.wikipedia.org/wiki/Navy","Blockade","http://en.wikipedia.org/wiki/Blockade","","1"
"22H6R70G5R98SH782OYW0STNZ4EQAP","22R58B727M0IVO8MKBXYNSVF4WPWBV","Evaluate Document Label Quality","Choose which of two document labels you prefer.","document, label, evaluate, opinion","$0.05","Thu Aug 30 18:13:16 GMT 2012","3","BatchId:897171;","900","604800","Thu Sep 06 18:13:16 GMT 2012","","","2UHFE4EGDHDMHE9DPJEZ46HE4NIAKR","A30SN6C7YX0OIP","Approved","Thu Aug 30 19:53:25 GMT 2012","Thu Aug 30 19:53:34 GMT 2012","Thu Sep 06 19:53:34 GMT 2012","2012/09/06 19:54:14 +0000","","","9","100% (173/173)","100% (173/173)","0% (0/0)","Ulysses_S._Grant_6:17.txt","Two iron torpedo ships have been completed during the last year, and four of our large double-turreted ironclads are now undergoing repairs. When these are finished, everything that is useful of our Navy, as now authorized, will be in condition for service, and with the advance in the science of torpedo warfare the American Navy, comparatively small as it is, will be found at any time powerful for the purposes of a peaceful nation.<br/><br/>Much has been accomplished during the year in aid of science and to increase the sum of general knowledge and further the interests of commerce and civilization. Extensive and much-needed soundings have been made for hydrographic purposes and to fix the proper routes of ocean telegraphs. Further surveys of the great Isthmus have been undertaken and completed, and two vessels of the Navy are now employed, in conjunction with those of England, France, Germany, and Russia, in observations connected with the transit of Venus, so useful and interesting to the scientific world.<br/><br/>","50","2","20","4","Navy","http://en.wikipedia.org/wiki/Navy","Blockade","http://en.wikipedia.org/wiki/Blockade","NO","2"
"2O8EOZFYQS1C72ATM7ID04IC26XILX","22R58B727M0IVO8MKBXYNSVF4WPWBV","Evaluate Document Label Quality","Choose which of two document labels you prefer.","document, label, evaluate, opinion","$0.05","Thu Aug 30 18:13:16 GMT 2012","3","BatchId:897171;","900","604800","Thu Sep 06 18:13:16 GMT 2012","","","23Q24E6AUBXHB15CMV093BZWI8CW0F","A2L1D7QH3STFCH","Approved","Thu Aug 30 18:58:34 GMT 2012","Thu Aug 30 18:58:59 GMT 2012","Thu Sep 06 18:58:59 GMT 2012","2012/09/06 18:59:14 +0000","","","25","100% (10/10)","100% (10/10)","0% (0/0)","Andrew_Jackson_8:29.txt","This is the process by which specie is banished by the paper of the banks. Their vaults are soon exhausted to pay for foreign commodities. The next step is a stoppage of specie payment -- a total degradation of paper as a currency -- unusual depression of prices, the ruin of debtors, and the accumulation of property in the hands of creditors and cautious capitalists.<br/><br/>It was in view of these evils, together with the dangerous power wielded by the Bank of the United States and its repugnance to our Constitution, that I was induced to exert the power conferred upon me by the American people to prevent the continuance of that institution. But although various dangers to our republican institutions have been obviated by the failure of that bank to extort from the Government a renewal of its charter, it is obvious that little has been accomplished except a salutary change of public opinion toward restoring to the country the sound currency provided for in the Constitution.<br/><br/>","50","4","10","2","Currency","http://en.wikipedia.org/wiki/Currency","Tariff","http://en.wikipedia.org/wiki/Tariff","","2"
