"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.model1","Input.model2","Input.docFilename","Input.docText","Input.label1","Input.wplink1","Input.label2","Input.wplink2","Answer.comment","Answer.result","Approve","Reject"
"2VMEGDHDM25LNRXS66XHMZ6OH27NDY","22R58B727M0IVO8MKBXYNSVF4WPWBV","Evaluate Document Label Quality","Choose which of two document labels you prefer.","document, label, evaluate, opinion","$0.05","Sat Nov 10 05:22:05 GMT 2012","3","BatchId:959346;","900","604800","Sat Nov 17 05:22:05 GMT 2012","","","28H36XBAT2D52ZMSCPUQ8JG53GM04D","A997OZ3H2B3Q2","Submitted","Sat Nov 10 07:14:30 GMT 2012","Sat Nov 10 07:14:55 GMT 2012","Fri Nov 16 23:14:55 PST 2012","","","","25","100% (218/218)","0% (0/0)","0% (0/0)","LAU_ET_AL","EDA","file:/home/jjfresh/Projects/Output/Mallet/datasets/sotu_chunks/Herbert_Hoover_4:109.txt","I have placed various legislative needs before the Congress in previous messages, and these views require no amplification on this occasion. I have urged the need for reform in our transportation and power regulation, in the antitrust laws as applied to our national resource industries, western range conservation, extension of Federal aid to child health services, membership in the World Court, the ratification of the Great Lakes-St. Lawrence Seaway Treaty, revision of the bankruptcy acts, revision of Federal court procedure, and many other pressing problems.<br/><br/>These and other special subjects I shall where necessary deal with by special communications to the Congress.<br/><br/>","Highway Beautification Act","http://en.wikipedia.org/wiki/Highway_Beautification_Act","Western Interior Seaway","http://en.wikipedia.org/wiki/Western_Interior_Seaway","","1"
"2VMEGDHDM25LNRXS66XHMZ6OH27NDY","22R58B727M0IVO8MKBXYNSVF4WPWBV","Evaluate Document Label Quality","Choose which of two document labels you prefer.","document, label, evaluate, opinion","$0.05","Sat Nov 10 05:22:05 GMT 2012","3","BatchId:959346;","900","604800","Sat Nov 17 05:22:05 GMT 2012","","","2HUJENLVWJ5O4KO32QQ86MWBHVNS08","A2CZR0MGSEILRP","Submitted","Sat Nov 10 06:59:16 GMT 2012","Sat Nov 10 06:59:29 GMT 2012","Fri Nov 16 22:59:29 PST 2012","","","","13","100% (10/10)","0% (0/0)","0% (0/0)","LAU_ET_AL","EDA","file:/home/jjfresh/Projects/Output/Mallet/datasets/sotu_chunks/Herbert_Hoover_4:109.txt","I have placed various legislative needs before the Congress in previous messages, and these views require no amplification on this occasion. I have urged the need for reform in our transportation and power regulation, in the antitrust laws as applied to our national resource industries, western range conservation, extension of Federal aid to child health services, membership in the World Court, the ratification of the Great Lakes-St. Lawrence Seaway Treaty, revision of the bankruptcy acts, revision of Federal court procedure, and many other pressing problems.<br/><br/>These and other special subjects I shall where necessary deal with by special communications to the Congress.<br/><br/>","Highway Beautification Act","http://en.wikipedia.org/wiki/Highway_Beautification_Act","Western Interior Seaway","http://en.wikipedia.org/wiki/Western_Interior_Seaway","","2"
"2VMEGDHDM25LNRXS66XHMZ6OH27NDY","22R58B727M0IVO8MKBXYNSVF4WPWBV","Evaluate Document Label Quality","Choose which of two document labels you prefer.","document, label, evaluate, opinion","$0.05","Sat Nov 10 05:22:05 GMT 2012","3","BatchId:959346;","900","604800","Sat Nov 17 05:22:05 GMT 2012","","","2SMB2YU98JHS8UZ8SA6BR9IOL0BNBC","A1AVAUPSZLDN64","Submitted","Sat Nov 10 06:23:27 GMT 2012","Sat Nov 10 06:23:38 GMT 2012","Fri Nov 16 22:23:38 PST 2012","","","","11","0% (0/0)","0% (0/0)","0% (0/0)","LAU_ET_AL","EDA","file:/home/jjfresh/Projects/Output/Mallet/datasets/sotu_chunks/Herbert_Hoover_4:109.txt","I have placed various legislative needs before the Congress in previous messages, and these views require no amplification on this occasion. I have urged the need for reform in our transportation and power regulation, in the antitrust laws as applied to our national resource industries, western range conservation, extension of Federal aid to child health services, membership in the World Court, the ratification of the Great Lakes-St. Lawrence Seaway Treaty, revision of the bankruptcy acts, revision of Federal court procedure, and many other pressing problems.<br/><br/>These and other special subjects I shall where necessary deal with by special communications to the Congress.<br/><br/>","Highway Beautification Act","http://en.wikipedia.org/wiki/Highway_Beautification_Act","Western Interior Seaway","http://en.wikipedia.org/wiki/Western_Interior_Seaway","","2"
"2LOUXFCD45XCT2BIZXKKQN3TJNLXVR","22R58B727M0IVO8MKBXYNSVF4WPWBV","Evaluate Document Label Quality","Choose which of two document labels you prefer.","document, label, evaluate, opinion","$0.05","Sat Nov 10 05:22:05 GMT 2012","3","BatchId:959346;","900","604800","Sat Nov 17 05:22:05 GMT 2012","","","224GW40SPW1I2V5L50VJBNABGSE0DN","A1AVAUPSZLDN64","Submitted","Sat Nov 10 07:03:07 GMT 2012","Sat Nov 10 07:03:17 GMT 2012","Fri Nov 16 23:03:17 PST 2012","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","EDA","RANDOM","file:/home/jjfresh/Projects/Output/Mallet/datasets/sotu_chunks/Franklin_Pierce_3:19.txt","While, however, rejecting this proposition and insisting on the right of free transit into and from the Baltic, I have expressed to Denmark a willingness on the part of the United States to share liberally with other powers in compensating her for any advantages which commerce shall hereafter derive from expenditures made by her for the improvement and safety of the navigation of the Sound or Belts.<br/><br/>I lay before you herewith sundry documents on the subject, in which my views are more fully disclosed. Should no satisfactory arrangement be soon concluded, I shall again call your attention to the subject, with recommendation of such measures as may appear to be required in order to assert and secure the rights of the United States, so far as they are affected by the pretensions of Denmark.<br/><br/>","Characters of Shakespear's Plays","http://en.wikipedia.org/wiki/Characters_of_Shakespear's_Plays","Yang Yinliu","http://en.wikipedia.org/wiki/Yang_Yinliu","neither are close at all.",""
"2LOUXFCD45XCT2BIZXKKQN3TJNLXVR","22R58B727M0IVO8MKBXYNSVF4WPWBV","Evaluate Document Label Quality","Choose which of two document labels you prefer.","document, label, evaluate, opinion","$0.05","Sat Nov 10 05:22:05 GMT 2012","3","BatchId:959346;","900","604800","Sat Nov 17 05:22:05 GMT 2012","","","2BG3W5XH0JPP7RQP5OGL0P75U3MKE9","A997OZ3H2B3Q2","Submitted","Sat Nov 10 07:16:43 GMT 2012","Sat Nov 10 07:17:28 GMT 2012","Fri Nov 16 23:17:28 PST 2012","","","","45","100% (218/218)","0% (0/0)","0% (0/0)","EDA","RANDOM","file:/home/jjfresh/Projects/Output/Mallet/datasets/sotu_chunks/Franklin_Pierce_3:19.txt","While, however, rejecting this proposition and insisting on the right of free transit into and from the Baltic, I have expressed to Denmark a willingness on the part of the United States to share liberally with other powers in compensating her for any advantages which commerce shall hereafter derive from expenditures made by her for the improvement and safety of the navigation of the Sound or Belts.<br/><br/>I lay before you herewith sundry documents on the subject, in which my views are more fully disclosed. Should no satisfactory arrangement be soon concluded, I shall again call your attention to the subject, with recommendation of such measures as may appear to be required in order to assert and secure the rights of the United States, so far as they are affected by the pretensions of Denmark.<br/><br/>","Characters of Shakespear's Plays","http://en.wikipedia.org/wiki/Characters_of_Shakespear's_Plays","Yang Yinliu","http://en.wikipedia.org/wiki/Yang_Yinliu","no relation with either two choices",""
"2LOUXFCD45XCT2BIZXKKQN3TJNLXVR","22R58B727M0IVO8MKBXYNSVF4WPWBV","Evaluate Document Label Quality","Choose which of two document labels you prefer.","document, label, evaluate, opinion","$0.05","Sat Nov 10 05:22:05 GMT 2012","3","BatchId:959346;","900","604800","Sat Nov 17 05:22:05 GMT 2012","","","2XIYN5F3Q0JGK2MRUMNYJ49FJ9QFBY","A2CZR0MGSEILRP","Submitted","Sat Nov 10 06:43:21 GMT 2012","Sat Nov 10 06:43:52 GMT 2012","Fri Nov 16 22:43:52 PST 2012","","","","31","100% (10/10)","0% (0/0)","0% (0/0)","EDA","RANDOM","file:/home/jjfresh/Projects/Output/Mallet/datasets/sotu_chunks/Franklin_Pierce_3:19.txt","While, however, rejecting this proposition and insisting on the right of free transit into and from the Baltic, I have expressed to Denmark a willingness on the part of the United States to share liberally with other powers in compensating her for any advantages which commerce shall hereafter derive from expenditures made by her for the improvement and safety of the navigation of the Sound or Belts.<br/><br/>I lay before you herewith sundry documents on the subject, in which my views are more fully disclosed. Should no satisfactory arrangement be soon concluded, I shall again call your attention to the subject, with recommendation of such measures as may appear to be required in order to assert and secure the rights of the United States, so far as they are affected by the pretensions of Denmark.<br/><br/>","Characters of Shakespear's Plays","http://en.wikipedia.org/wiki/Characters_of_Shakespear's_Plays","Yang Yinliu","http://en.wikipedia.org/wiki/Yang_Yinliu","","2"
"2F4NCWYB49F971GM4BSJWNST8FMSOC","22R58B727M0IVO8MKBXYNSVF4WPWBV","Evaluate Document Label Quality","Choose which of two document labels you prefer.","document, label, evaluate, opinion","$0.05","Sat Nov 10 05:22:05 GMT 2012","3","BatchId:959346;","900","604800","Sat Nov 17 05:22:05 GMT 2012","","","2GZD1X3V0FK0RX87QOSMFPKKJ2QEL3","A997OZ3H2B3Q2","Submitted","Sat Nov 10 07:08:33 GMT 2012","Sat Nov 10 07:08:40 GMT 2012","Fri Nov 16 23:08:40 PST 2012","","","","7","100% (218/218)","0% (0/0)","0% (0/0)","EDA","LAU_ET_AL","file:/home/jjfresh/Projects/Output/Mallet/datasets/sotu_chunks/Andrew_Jackson_3:21.txt","Among the happiest effects of the improved relations of our Republic has been an increase of trade, producing a corresponding increase of revenue beyond the most sanguine anticipations of the Treasury Department.<br/><br/>The state of the public finances will be fully shown by the Secretary of the Treasury in the report which he will presently lay before you. I will here, however, congratulate you upon their prosperous condition. The revenue received in the present year will not fall short of $27,700,000, and the expenditures for all objects other than the public debt will not exceed $14,700,000. The payment on account of the principal and interest of the debt during the year will exceed $16,500,000, a greater sum than has been applied to that object out of the revenue in any year since the enlargement of the sinking fund except the two years following immediately there after. The amount which will have been applied to the public debt from [1829-03-04] to [1832-01-01], which is less than three years since the Administration has been placed in my hands, will exceed $40,000,000.<br/><br/>","Sinking fund","http://en.wikipedia.org/wiki/Sinking_fund","Fiscal","http://en.wikipedia.org/wiki/Fiscal","","2"
"2F4NCWYB49F971GM4BSJWNST8FMSOC","22R58B727M0IVO8MKBXYNSVF4WPWBV","Evaluate Document Label Quality","Choose which of two document labels you prefer.","document, label, evaluate, opinion","$0.05","Sat Nov 10 05:22:05 GMT 2012","3","BatchId:959346;","900","604800","Sat Nov 17 05:22:05 GMT 2012","","","2T85TYMNCWYBJI3EZ2JH511JY4RKOA","A2CZR0MGSEILRP","Submitted","Sat Nov 10 07:01:13 GMT 2012","Sat Nov 10 07:01:51 GMT 2012","Fri Nov 16 23:01:51 PST 2012","","","","38","100% (10/10)","0% (0/0)","0% (0/0)","EDA","LAU_ET_AL","file:/home/jjfresh/Projects/Output/Mallet/datasets/sotu_chunks/Andrew_Jackson_3:21.txt","Among the happiest effects of the improved relations of our Republic has been an increase of trade, producing a corresponding increase of revenue beyond the most sanguine anticipations of the Treasury Department.<br/><br/>The state of the public finances will be fully shown by the Secretary of the Treasury in the report which he will presently lay before you. I will here, however, congratulate you upon their prosperous condition. The revenue received in the present year will not fall short of $27,700,000, and the expenditures for all objects other than the public debt will not exceed $14,700,000. The payment on account of the principal and interest of the debt during the year will exceed $16,500,000, a greater sum than has been applied to that object out of the revenue in any year since the enlargement of the sinking fund except the two years following immediately there after. The amount which will have been applied to the public debt from [1829-03-04] to [1832-01-01], which is less than three years since the Administration has been placed in my hands, will exceed $40,000,000.<br/><br/>","Sinking fund","http://en.wikipedia.org/wiki/Sinking_fund","Fiscal","http://en.wikipedia.org/wiki/Fiscal","","2"
"2F4NCWYB49F971GM4BSJWNST8FMSOC","22R58B727M0IVO8MKBXYNSVF4WPWBV","Evaluate Document Label Quality","Choose which of two document labels you prefer.","document, label, evaluate, opinion","$0.05","Sat Nov 10 05:22:05 GMT 2012","3","BatchId:959346;","900","604800","Sat Nov 17 05:22:05 GMT 2012","","","2W6C1PC6SK9RYHTT6SQEPMAAZ3M1P4","A1AVAUPSZLDN64","Submitted","Sat Nov 10 06:39:09 GMT 2012","Sat Nov 10 06:39:17 GMT 2012","Fri Nov 16 22:39:17 PST 2012","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","EDA","LAU_ET_AL","file:/home/jjfresh/Projects/Output/Mallet/datasets/sotu_chunks/Andrew_Jackson_3:21.txt","Among the happiest effects of the improved relations of our Republic has been an increase of trade, producing a corresponding increase of revenue beyond the most sanguine anticipations of the Treasury Department.<br/><br/>The state of the public finances will be fully shown by the Secretary of the Treasury in the report which he will presently lay before you. I will here, however, congratulate you upon their prosperous condition. The revenue received in the present year will not fall short of $27,700,000, and the expenditures for all objects other than the public debt will not exceed $14,700,000. The payment on account of the principal and interest of the debt during the year will exceed $16,500,000, a greater sum than has been applied to that object out of the revenue in any year since the enlargement of the sinking fund except the two years following immediately there after. The amount which will have been applied to the public debt from [1829-03-04] to [1832-01-01], which is less than three years since the Administration has been placed in my hands, will exceed $40,000,000.<br/><br/>","Sinking fund","http://en.wikipedia.org/wiki/Sinking_fund","Fiscal","http://en.wikipedia.org/wiki/Fiscal","","2"
"2P1VCNHMVHVKRSO68UT7CJ79NOD318","22R58B727M0IVO8MKBXYNSVF4WPWBV","Evaluate Document Label Quality","Choose which of two document labels you prefer.","document, label, evaluate, opinion","$0.05","Sat Nov 10 05:22:05 GMT 2012","3","BatchId:959346;","900","604800","Sat Nov 17 05:22:05 GMT 2012","","","2GCW4ZMAZHHR6U3V7YEN3RH1UZOAJ5","AWW6TV8DF8IDS","Submitted","Sat Nov 10 07:18:07 GMT 2012","Sat Nov 10 07:19:02 GMT 2012","Fri Nov 16 23:19:02 PST 2012","","","","55","0% (0/0)","0% (0/0)","0% (0/0)","RANDOM","LAU_ET_AL","file:/home/jjfresh/Projects/Output/Mallet/datasets/sotu_chunks/Dwight_D._Eisenhower_1:51.txt","There is more involved here than realigning the wheels and smoothing the gears of administrative machinery. The Congress rightfully-expects the Executive to take the initiative in discovering and removing outmoded functions and eliminating duplication.<br/><br/>One agency, for example, whose head has promised early and vigorous action to provide greater efficiency is the Post Office. One of the oldest institutions of our Federal Government, its service should be of the best. Its employees should merit and receive the high regard and esteem of the citizens of the Nation. There are today in some areas of the postal service, both waste and incompetence to be corrected. With the cooperation of the Congress, and taking advantage of its accumulated experience in postal affairs, the Postmaster General will institute a program directed at improving service while at the same time reducing costs and decreasing deficits.<br/><br/>","Crystal Clear (software development)","http://en.wikipedia.org/wiki/Crystal_Clear_(software_development)","Highway Beautification Act","http://en.wikipedia.org/wiki/Highway_Beautification_Act","","2"
