"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.model1","Input.model1topicNum","Input.model1label","Input.model2","Input.model2topicNum","Input.model2label","Input.model1word1","Input.model1word2","Input.model1word3","Input.model1word4","Input.model1word5","Input.model1word6","Input.model1word7","Input.model1word8","Input.model1word9","Input.model1word10","Input.model2word1","Input.model2word2","Input.model2word3","Input.model2word4","Input.model2word5","Input.model2word6","Input.model2word7","Input.model2word8","Input.model2word9","Input.model2word10","Answer.comment","Answer.model","Approve","Reject"
"283PHIT3HVWAAT6B9XAQA172437CKT","2AI9RA7S5WM1LIMXVPY0RMHLAJCUZC","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Fri Dec 07 04:02:48 GMT 2012","3","BatchId:984068;","3600","604800","Fri Dec 14 04:02:48 GMT 2012","","","20K1CSTMOFXRS1SNJB5YLNXJRCVSPV","A2EKPA2DR5VSA8","Submitted","Fri Dec 07 05:22:28 GMT 2012","Fri Dec 07 05:22:52 GMT 2012","Thu Dec 13 21:22:52 PST 2012","","","","24","0% (0/0)","0% (0/0)","0% (0/0)","LAU_ET_AL","54","Nations","EDA","1366278","Cathy Alessi","world","nations","peace","united","free","international","security","war","america","forces","daughter","marco","agrees","baby","character","giving","initially","manufacturer","stephen","tells","","1"
"283PHIT3HVWAAT6B9XAQA172437CKT","2AI9RA7S5WM1LIMXVPY0RMHLAJCUZC","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Fri Dec 07 04:02:48 GMT 2012","3","BatchId:984068;","3600","604800","Fri Dec 14 04:02:48 GMT 2012","","","224GW40SPW1I2V5L50VJBNABI19D0F","A3ABJN1IL7UCZ8","Submitted","Fri Dec 07 05:21:10 GMT 2012","Fri Dec 07 05:22:07 GMT 2012","Thu Dec 13 21:22:07 PST 2012","","","","57","100% (12/12)","100% (9/9)","0% (0/0)","LAU_ET_AL","54","Nations","EDA","1366278","Cathy Alessi","world","nations","peace","united","free","international","security","war","america","forces","daughter","marco","agrees","baby","character","giving","initially","manufacturer","stephen","tells","","1"
"283PHIT3HVWAAT6B9XAQA172437CKT","2AI9RA7S5WM1LIMXVPY0RMHLAJCUZC","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Fri Dec 07 04:02:48 GMT 2012","3","BatchId:984068;","3600","604800","Fri Dec 14 04:02:48 GMT 2012","","","2BPERSQV66RL4Q6YARMWIVKIISJB33","A3CJ3U84B1VDOU","Submitted","Fri Dec 07 05:42:16 GMT 2012","Fri Dec 07 05:43:37 GMT 2012","Thu Dec 13 21:43:37 PST 2012","","","","81","100% (7/7)","100% (7/7)","0% (0/0)","LAU_ET_AL","54","Nations","EDA","1366278","Cathy Alessi","world","nations","peace","united","free","international","security","war","america","forces","daughter","marco","agrees","baby","character","giving","initially","manufacturer","stephen","tells","","1"
"26QJVCNHMVHVZL758BB2F4J7EEP023","2AI9RA7S5WM1LIMXVPY0RMHLAJCUZC","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Fri Dec 07 04:02:48 GMT 2012","3","BatchId:984068;","3600","604800","Fri Dec 14 04:02:48 GMT 2012","","","2GYRLPHIT3HVBJJPPGTNRQ21JSVAI7","AS809NPDW8VZ0","Submitted","Fri Dec 07 06:01:32 GMT 2012","Fri Dec 07 06:01:55 GMT 2012","Thu Dec 13 22:01:55 PST 2012","","","","23","100% (69/69)","0% (0/0)","0% (0/0)","LAU_ET_AL","50","Arnold Resnicoff","EDA","2894125","Kolešovice","people","nation","world","america","american","great","years","life","men","time","image","map","czech","size","subdivision","type","flag","municipality","region","republic","","2"
"26QJVCNHMVHVZL758BB2F4J7EEP023","2AI9RA7S5WM1LIMXVPY0RMHLAJCUZC","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Fri Dec 07 04:02:48 GMT 2012","3","BatchId:984068;","3600","604800","Fri Dec 14 04:02:48 GMT 2012","","","2JG9Z6KW4ZMAEQ5WYV6Q8ONN7HD6FM","A3CJ3U84B1VDOU","Submitted","Fri Dec 07 05:43:51 GMT 2012","Fri Dec 07 05:44:03 GMT 2012","Thu Dec 13 21:44:03 PST 2012","","","","12","100% (7/7)","100% (7/7)","0% (0/0)","LAU_ET_AL","50","Arnold Resnicoff","EDA","2894125","Kolešovice","people","nation","world","america","american","great","years","life","men","time","image","map","czech","size","subdivision","type","flag","municipality","region","republic","","1"
"26QJVCNHMVHVZL758BB2F4J7EEP023","2AI9RA7S5WM1LIMXVPY0RMHLAJCUZC","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Fri Dec 07 04:02:48 GMT 2012","3","BatchId:984068;","3600","604800","Fri Dec 14 04:02:48 GMT 2012","","","2N5P8PJWKUDDN6AGA0U970B66JJJ8N","A2YWY1IX4OP0PK","Submitted","Fri Dec 07 05:25:22 GMT 2012","Fri Dec 07 05:25:50 GMT 2012","Thu Dec 13 21:25:50 PST 2012","","","","28","0% (0/0)","0% (0/0)","0% (0/0)","LAU_ET_AL","50","Arnold Resnicoff","EDA","2894125","Kolešovice","people","nation","world","america","american","great","years","life","men","time","image","map","czech","size","subdivision","type","flag","municipality","region","republic","","2"
"23SZHHRRLFQ03WB0YRSKPO9ELL9FOR","2AI9RA7S5WM1LIMXVPY0RMHLAJCUZC","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Fri Dec 07 04:02:48 GMT 2012","3","BatchId:984068;","3600","604800","Fri Dec 14 04:02:48 GMT 2012","","","20QN5F3Q0JG587ASJ6PBC9F94IOGCN","A2EKPA2DR5VSA8","Submitted","Fri Dec 07 05:40:03 GMT 2012","Fri Dec 07 05:40:23 GMT 2012","Thu Dec 13 21:40:23 PST 2012","","","","20","0% (0/0)","0% (0/0)","0% (0/0)","EDA","1233785","DRT","LAU_ET_AL","19","Treaty","code","del","line","ontario","public","region","rio","texas","theory","time","united","states","government","treaty","mexico","made","claims","britain","convention","minister","","2"
"23SZHHRRLFQ03WB0YRSKPO9ELL9FOR","2AI9RA7S5WM1LIMXVPY0RMHLAJCUZC","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Fri Dec 07 04:02:48 GMT 2012","3","BatchId:984068;","3600","604800","Fri Dec 14 04:02:48 GMT 2012","","","27MLRGNTBJ3M1MLAMZYNE2KHNZIU8V","A3CJ3U84B1VDOU","Submitted","Fri Dec 07 05:48:15 GMT 2012","Fri Dec 07 05:48:40 GMT 2012","Thu Dec 13 21:48:40 PST 2012","","","","25","100% (7/7)","100% (7/7)","0% (0/0)","EDA","1233785","DRT","LAU_ET_AL","19","Treaty","code","del","line","ontario","public","region","rio","texas","theory","time","united","states","government","treaty","mexico","made","claims","britain","convention","minister","","2"
"23SZHHRRLFQ03WB0YRSKPO9ELL9FOR","2AI9RA7S5WM1LIMXVPY0RMHLAJCUZC","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Fri Dec 07 04:02:48 GMT 2012","3","BatchId:984068;","3600","604800","Fri Dec 14 04:02:48 GMT 2012","","","2OAUUU00OQKKPD6NZIJ22268C4SVVQ","A2YWY1IX4OP0PK","Submitted","Fri Dec 07 06:04:36 GMT 2012","Fri Dec 07 06:04:54 GMT 2012","Thu Dec 13 22:04:54 PST 2012","","","","18","0% (0/0)","0% (0/0)","0% (0/0)","EDA","1233785","DRT","LAU_ET_AL","19","Treaty","code","del","line","ontario","public","region","rio","texas","theory","time","united","states","government","treaty","mexico","made","claims","britain","convention","minister","","2"
"2JP4J79KQW61NWSB176CL45XH8RIK1","2AI9RA7S5WM1LIMXVPY0RMHLAJCUZC","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Fri Dec 07 04:02:48 GMT 2012","3","BatchId:984068;","3600","604800","Fri Dec 14 04:02:48 GMT 2012","","","29B51RYQM3EL5WAHXIKG2FTE6JM0Z4","A2YWY1IX4OP0PK","Submitted","Fri Dec 07 06:06:59 GMT 2012","Fri Dec 07 06:07:21 GMT 2012","Thu Dec 13 22:07:21 PST 2012","","","","22","0% (0/0)","0% (0/0)","0% (0/0)","EDA","2956289","2008–09 in Italian football","LAU_ET_AL","63","Constitution","killed","italy","accident","car","football","italian","pro","september","attack","august","states","constitution","state","people","power","union","congress","united","government","representatives","","2"
